pair,label,split,method,convention,changed_rows,endpoint_rows,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_native,W-N,dev,Global,raw_endpoint,0,0,25656,0.35633141255901196,0.35633141255901196,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev,Global,normalized_endpoint,0,0,25656,0.35633141255901196,0.35633141255901196,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev,ADC,raw_endpoint,0,0,25656,0.3595785783905677,0.35633141255901196,0.003247165831555731,0.1472949797318366,0.1997583411287808,0.3470533208606174,0.03049381944304113,0.0044915865168090275,0.007738752348364759,0.6325226067976302,0.1207670720299345
mkgw_mhyper_native,W-N,dev,ADC,normalized_endpoint,0,0,25656,0.3595785783905677,0.35633141255901196,0.003247165831555731,0.1472949797318366,0.1997583411287808,0.3470533208606174,0.03049381944304113,0.0044915865168090275,0.007738752348364759,0.6325226067976302,0.1207670720299345
mkgw_mhyper_native,W-N,dev,Query-soft,raw_endpoint,0,0,25656,0.3577423013889957,0.35633141255901196,0.0014108888299836845,0.1572731524789523,0.2987215466167758,0.4559946990957281,0.032188329102662484,0.005062359991005735,0.006473248820989419,0.7962659806672903,0.08197107888992829
mkgw_mhyper_native,W-N,dev,Query-soft,normalized_endpoint,0,0,25656,0.3577423013889957,0.35633141255901196,0.0014108888299836845,0.1572731524789523,0.2987215466167758,0.4559946990957281,0.032188329102662484,0.005062359991005735,0.006473248820989419,0.7962659806672903,0.08197107888992829
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,1,3258,25656,0.36521175583315063,0.35633141255901196,0.008880343274138634,0.26032896788275645,0.3491191144371687,0.6094480823199252,0.043001168289733875,0.011194449758619137,0.02007479303275777,0.9548643592142189,0.30523854069223577
mkgw_mhyper_native,W-N,dev,Relation,normalized_endpoint,1,3258,25656,0.36523124445179733,0.35633141255901196,0.008899831892785344,0.26028999064546304,0.3491191144371687,0.6094091050826318,0.042932734801906645,0.011174961139972427,0.02007479303275777,0.9548643592142189,0.30523854069223577
mkgw_mhyper_native,W-N,dev,Equal,raw_endpoint,0,0,25656,0.3558115627531166,0.35633141255901196,-0.0005198498058954295,0.1480355472404116,0.3721936389148737,0.5202291861552854,0.04924223721703963,0.007289601533766625,0.0067697517278711965,1.0,0.050000000000000044
mkgw_mhyper_native,W-N,dev,Equal,normalized_endpoint,0,0,25656,0.3558115627531166,0.35633141255901196,-0.0005198498058954295,0.1480355472404116,0.3721936389148737,0.5202291861552854,0.04924223721703963,0.007289601533766625,0.0067697517278711965,1.0,0.050000000000000044
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,25656,0.3370213766044999,0.35633141255901196,-0.01931003595451211,0.323666978484565,0.34943093233551603,0.6730979108200811,0.10391496022407845,0.03363384119507123,0.014323805240559118,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,25656,0.3370213766044999,0.35633141255901196,-0.01931003595451211,0.323666978484565,0.34943093233551603,0.6730979108200811,0.10391496022407845,0.03363384119507123,0.014323805240559118,,
mkgw_mhyper_native,W-N,test,Global,raw_endpoint,0,0,25644,0.36466512265731504,0.36466512265731504,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,test,Global,normalized_endpoint,0,0,25644,0.36466512265731504,0.36466512265731504,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,test,ADC,raw_endpoint,0,1,25644,0.3671117713259244,0.36466512265731504,0.0024466486686093203,0.15149742629854937,0.1941974730931212,0.3456948993916706,0.03606094302748472,0.005463140058562554,0.007909788727171874,0.6332865387615036,0.12098346591795352
mkgw_mhyper_native,W-N,test,ADC,normalized_endpoint,0,1,25644,0.3671117713259244,0.36466512265731504,0.0024466486686093203,0.15149742629854937,0.1941974730931212,0.3456948993916706,0.03606094302748472,0.005463140058562554,0.007909788727171874,0.6332865387615036,0.12098346591795352
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,25644,0.36654291914622517,0.36466512265731504,0.001877796488910103,0.1635470285446888,0.29020433629698955,0.4537513648416784,0.03282727593084427,0.005368803433706163,0.007246599922616267,0.7979254406488847,0.0825651224457963
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,25644,0.36654291914622517,0.36466512265731504,0.001877796488910103,0.1635470285446888,0.29020433629698955,0.4537513648416784,0.03282727593084427,0.005368803433706163,0.007246599922616267,0.7979254406488847,0.0825651224457963
mkgw_mhyper_native,W-N,test,Relation,raw_endpoint,3,3162,25644,0.36892126595360974,0.36466512265731504,0.004256143296294675,0.2682108875370457,0.3344642021525503,0.602675089689596,0.053800909323868135,0.01442998964005479,0.018686132936349464,1.0,0.3050421136686344
